Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	InSPI2_R1	InSPI2_R2	LSP_R1	LSP_R2
sense	NC_016810.1	RefSeq	gene	786747	787517	.	+	.	ID=gene-SL1344_RS03650;Name=SL1344_RS03650;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS03650;old_locus_tag=SL1344_0704	0.0	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	786747	787517	.	+	0	ID=cds-WP_000998823.1;Parent=gene-SL1344_RS03650;Dbxref=GenBank:WP_000998823.1;Name=WP_000998823.1;Ontology_term=GO:0055085,GO:0042626,GO:0140359,GO:0016020,GO:0043190;gbkey=CDS;go_component=membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459707.1;locus_tag=SL1344_RS03650;product=ABC transporter permease;protein_id=WP_000998823.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	787521	788231	.	+	.	ID=gene-SL1344_RS03655;Name=SL1344_RS03655;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS03655;old_locus_tag=SL1344_0705	0.45320787377733734	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	787521	788231	.	+	0	ID=cds-WP_000702849.1;Parent=gene-SL1344_RS03655;Dbxref=GenBank:WP_000702849.1;Name=WP_000702849.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459708.1;locus_tag=SL1344_RS03655;product=ABC transporter ATP-binding protein;protein_id=WP_000702849.1;transl_table=11	0.45320787377733734	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	788325	790103	.	+	.	ID=gene-SL1344_RS03660;Name=SL1344_RS03660;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS03660;old_locus_tag=SL1344_0706	0.18113029693967783	0.47776950425049375	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	788325	790103	.	+	0	ID=cds-WP_000273739.1;Parent=gene-SL1344_RS03660;Dbxref=GenBank:WP_000273739.1;Name=WP_000273739.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459709.1;locus_tag=SL1344_RS03660;product=glycosyltransferase;protein_id=WP_000273739.1;transl_table=11	0.18113029693967783	0.47776950425049375	0.0	0.0
sense	NC_016810.1	RefSeq	gene	790296	791129	.	+	.	ID=gene-SL1344_RS03665;Name=SL1344_RS03665;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS03665;old_locus_tag=SL1344_0707	0.0	1.019127036045118	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	790296	791129	.	+	0	ID=cds-WP_001667936.1;Parent=gene-SL1344_RS03665;Dbxref=GenBank:WP_001667936.1;Name=WP_001667936.1;Ontology_term=GO:0006486,GO:0016757;gbkey=CDS;go_function=glycosyltransferase activity|0016757||IEA;go_process=protein glycosylation|0006486||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459710.1;locus_tag=SL1344_RS03665;product=glycosyltransferase family A protein;protein_id=WP_001667936.1;transl_table=11	0.0	1.019127036045118	0.0	0.0
sense	NC_016810.1	RefSeq	gene	791187	793082	.	+	.	ID=gene-SL1344_RS03670;Name=SL1344_RS03670;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS03670;old_locus_tag=SL1344_0708	0.16995295266650148	0.4482868924375677	0.0	0.3800713391567547
sense	NC_016810.1	Protein Homology	CDS	791187	793082	.	+	0	ID=cds-WP_010988981.1;Parent=gene-SL1344_RS03670;Dbxref=GenBank:WP_010988981.1;Name=WP_010988981.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459711.1;locus_tag=SL1344_RS03670;product=HAD family hydrolase;protein_id=WP_010988981.1;transl_table=11	0.16995295266650148	0.4482868924375677	0.0	0.3800713391567547
sense	NC_016810.1	RefSeq	gene	793150	793287	.	+	.	ID=gene-SL1344_RS03675;Name=SL1344_RS03675;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS03675;old_locus_tag=SL1344_0709	0.0	0.0	0.8315027605256807	3.1331098219182905
sense	NC_016810.1	Protein Homology	CDS	793150	793287	.	+	0	ID=cds-WP_001519950.1;Parent=gene-SL1344_RS03675;Dbxref=GenBank:WP_001519950.1;Name=WP_001519950.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459712.1;locus_tag=SL1344_RS03675;product=hypothetical protein;protein_id=WP_001519950.1;transl_table=11	0.0	0.0	0.8315027605256807	3.1331098219182905
sense	NC_016810.1	RefSeq	gene	793336	794127	.	+	.	ID=gene-SL1344_RS03680;Name=nei;gbkey=Gene;gene=nei;gene_biotype=protein_coding;locus_tag=SL1344_RS03680;old_locus_tag=SL1344_0710	0.8137141370093103	4.29268660637186	0.0	0.545920650788793
sense	NC_016810.1	Protein Homology	CDS	793336	794127	.	+	0	ID=cds-WP_001113970.1;Parent=gene-SL1344_RS03680;Dbxref=GenBank:WP_001113970.1;Name=WP_001113970.1;Ontology_term=GO:0006281,GO:0000703,GO:0003677,GO:0008270,GO:0140078;gbkey=CDS;gene=nei;go_function=oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity|0000703||IEA,DNA binding|0003677||IEA,zinc ion binding|0008270||IEA,class I DNA-(apurinic or apyrimidinic site) endonuclease activity|0140078||IEA;go_process=DNA repair|0006281||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459713.1;locus_tag=SL1344_RS03680;product=endonuclease VIII;protein_id=WP_001113970.1;transl_table=11	0.8137141370093103	4.29268660637186	0.0	0.545920650788793
sense	NC_016810.1	RefSeq	gene	794182	795228	.	-	.	ID=gene-SL1344_RS03685;Name=SL1344_RS03685;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS03685;old_locus_tag=SL1344_0711	0.46164870810270325	0.0	0.8219726429265325	1.0324000845862562
sense	NC_016810.1	Protein Homology	CDS	794182	795228	.	-	0	ID=cds-WP_001122057.1;Parent=gene-SL1344_RS03685;Dbxref=GenBank:WP_001122057.1;Name=WP_001122057.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459714.1;locus_tag=SL1344_RS03685;product=AbrB family transcriptional regulator;protein_id=WP_001122057.1;transl_table=11	0.46164870810270325	0.0	0.8219726429265325	1.0324000845862562
sense	NC_016810.1	RefSeq	gene	795365	796648	.	-	.	ID=gene-SL1344_RS03690;Name=SL1344_RS03690;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS03690;old_locus_tag=SL1344_0712	26.35064939006785	36.73857719425263	2.0107601802431767	3.3673610235570415
sense	NC_016810.1	Protein Homology	CDS	795365	796648	.	-	0	ID=cds-WP_000785811.1;Parent=gene-SL1344_RS03690;Dbxref=GenBank:WP_000785811.1;Name=WP_000785811.1;Ontology_term=GO:0046912;gbkey=CDS;go_function=acyltransferase activity%2C acyl groups converted into alkyl on transfer|0046912||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459715.1;locus_tag=SL1344_RS03690;product=citrate synthase;protein_id=WP_000785811.1;transl_table=11	26.35064939006785	36.73857719425263	2.0107601802431767	3.3673610235570415
sense	NC_016810.1	RefSeq	gene	796874	797005	.	-	.	ID=gene-SL1344_RS27970;Name=SL1344_RS27970;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS27970	76.89598594737983	57.95126918602012	58.67763798709633	8.188809761831896
sense	NC_016810.1	Protein Homology	CDS	796874	797005	.	-	0	ID=cds-WP_418142699.1;Parent=gene-SL1344_RS27970;Dbxref=GenBank:WP_418142699.1;Name=WP_418142699.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF049035.1;locus_tag=SL1344_RS27970;product=hypothetical protein;protein_id=WP_418142699.1;transl_table=11	76.89598594737983	57.95126918602012	58.67763798709633	8.188809761831896
sense	NC_016810.1	RefSeq	gene	797388	797792	.	+	.	ID=gene-SL1344_RS03700;Name=sdhC;gbkey=Gene;gene=sdhC;gene_biotype=protein_coding;gene_synonym=cybA,dhsC;locus_tag=SL1344_RS03700;old_locus_tag=SL1344_0714	9.706705527702175	10.912963283754241	0.2833268665494912	1.0675781615425286
sense	NC_016810.1	Protein Homology	CDS	797388	797792	.	+	0	ID=cds-WP_000263340.1;Parent=gene-SL1344_RS03700;Dbxref=GenBank:WP_000263340.1;Name=WP_000263340.1;Ontology_term=GO:0006099,GO:0000104,GO:0009055,GO:0016020,GO:0045273;gbkey=CDS;gene=sdhC;go_component=membrane|0016020||IEA,respiratory chain complex II (succinate dehydrogenase)|0045273||IEA;go_function=succinate dehydrogenase activity|0000104||IEA,electron transfer activity|0009055||IEA;go_process=tricarboxylic acid cycle|0006099||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000263334.1;locus_tag=SL1344_RS03700;product=succinate dehydrogenase cytochrome b556 subunit;protein_id=WP_000263340.1;transl_table=11	9.706705527702175	10.912963283754241	0.2833268665494912	1.0675781615425286
sense	NC_016810.1	RefSeq	gene	797786	798133	.	+	.	ID=gene-SL1344_RS03705;Name=sdhD;gbkey=Gene;gene=sdhD;gene_biotype=protein_coding;gene_synonym=cybS,dhsD;locus_tag=SL1344_RS03705;old_locus_tag=SL1344_0715	10.370646380642798	20.027603373865958	0.32973385331190785	3.313173604787158
sense	NC_016810.1	Protein Homology	CDS	797786	798133	.	+	0	ID=cds-WP_000254356.1;Parent=gene-SL1344_RS03705;Dbxref=GenBank:WP_000254356.1;Name=WP_000254356.1;gbkey=CDS;gene=sdhD;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017455938.1;locus_tag=SL1344_RS03705;product=succinate dehydrogenase membrane anchor subunit;protein_id=WP_000254356.1;transl_table=11	10.370646380642798	20.027603373865958	0.32973385331190785	3.313173604787158
sense	NC_016810.1	RefSeq	gene	798133	799899	.	+	.	ID=gene-SL1344_RS03710;Name=sdhA;gbkey=Gene;gene=sdhA;gene_biotype=protein_coding;locus_tag=SL1344_RS03710;old_locus_tag=SL1344_0716	7.950912735680789	7.696225902086051	0.3246954752477191	0.8156369655248521
sense	NC_016810.1	Protein Homology	CDS	798133	799899	.	+	0	ID=cds-WP_000775561.1;Parent=gene-SL1344_RS03710;Dbxref=GenBank:WP_000775561.1;Name=WP_000775561.1;Ontology_term=GO:0006099,GO:0016627,GO:0050660;gbkey=CDS;gene=sdhA;go_function=oxidoreductase activity%2C acting on the CH-CH group of donors|0016627||IEA,flavin adenine dinucleotide binding|0050660||IEA;go_process=tricarboxylic acid cycle|0006099||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005122549.1;locus_tag=SL1344_RS03710;product=succinate dehydrogenase flavoprotein subunit;protein_id=WP_000775561.1;transl_table=11	7.950912735680789	7.696225902086051	0.3246954752477191	0.8156369655248521
sense	NC_016810.1	RefSeq	gene	799916	800632	.	+	.	ID=gene-SL1344_RS03715;Name=sdhB;gbkey=Gene;gene=sdhB;gene_biotype=protein_coding;locus_tag=SL1344_RS03715;old_locus_tag=SL1344_0717	16.448601417235903	14.225137206052358	1.2803055057466548	0.0
sense	NC_016810.1	Protein Homology	CDS	799916	800632	.	+	0	ID=cds-WP_001537859.1;Parent=gene-SL1344_RS03715;Dbxref=GenBank:WP_001537859.1;Name=WP_001537859.1;gbkey=CDS;gene=sdhB;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012133276.1;locus_tag=SL1344_RS03715;product=succinate dehydrogenase iron-sulfur subunit SdhB;protein_id=WP_001537859.1;transl_table=11	16.448601417235903	14.225137206052358	1.2803055057466548	0.0
sense	NC_016810.1	RefSeq	gene	801156	803957	.	+	.	ID=gene-SL1344_RS03720;Name=sucA;gbkey=Gene;gene=sucA;gene_biotype=protein_coding;locus_tag=SL1344_RS03720;old_locus_tag=SL1344_0718	8.510021081699074	12.194171417586535	0.4504715169443196	0.257178893305213
sense	NC_016810.1	Protein Homology	CDS	801156	803957	.	+	0	ID=cds-WP_001181501.1;Parent=gene-SL1344_RS03720;Dbxref=GenBank:WP_001181501.1;Name=WP_001181501.1;Ontology_term=GO:0006099,GO:0004591,GO:0030976,GO:0045252;gbkey=CDS;gene=sucA;go_component=oxoglutarate dehydrogenase complex|0045252||IEA;go_function=oxoglutarate dehydrogenase (succinyl-transferring) activity|0004591||IEA,thiamine pyrophosphate binding|0030976||IEA;go_process=tricarboxylic acid cycle|0006099||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459721.1;locus_tag=SL1344_RS03720;product=2-oxoglutarate dehydrogenase E1 component;protein_id=WP_001181501.1;transl_table=11	8.510021081699074	12.194171417586535	0.4504715169443196	0.257178893305213
sense	NC_016810.1	RefSeq	gene	803972	805180	.	+	.	ID=gene-SL1344_RS03725;Name=odhB;gbkey=Gene;gene=odhB;gene_biotype=protein_coding;locus_tag=SL1344_RS03725;old_locus_tag=SL1344_0719	17.85728989506287	18.419140644511714	0.3796439402896408	0.0
sense	NC_016810.1	Protein Homology	CDS	803972	805180	.	+	0	ID=cds-WP_000099858.1;Parent=gene-SL1344_RS03725;Dbxref=GenBank:WP_000099858.1;Name=WP_000099858.1;Ontology_term=GO:0006099,GO:0004149,GO:0045252;gbkey=CDS;gene=odhB;go_component=oxoglutarate dehydrogenase complex|0045252||IEA;go_function=dihydrolipoyllysine-residue succinyltransferase activity|0004149||IEA;go_process=tricarboxylic acid cycle|0006099||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459722.1;locus_tag=SL1344_RS03725;product=2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase;protein_id=WP_000099858.1;transl_table=11	17.85728989506287	18.419140644511714	0.3796439402896408	0.0
sense	NC_016810.1	RefSeq	gene	805322	806488	.	+	.	ID=gene-SL1344_RS03730;Name=sucC;gbkey=Gene;gene=sucC;gene_biotype=protein_coding;locus_tag=SL1344_RS03730;old_locus_tag=SL1344_0720	12.20445696906715	10.924832237295995	0.29498041375975304	0.0
sense	NC_016810.1	Protein Homology	CDS	805322	806488	.	+	0	ID=cds-WP_001048589.1;Parent=gene-SL1344_RS03730;Dbxref=GenBank:WP_001048589.1;Name=WP_001048589.1;Ontology_term=GO:0006099,GO:0003824,GO:0005524,GO:0046872;gbkey=CDS;gene=sucC;go_function=catalytic activity|0003824||IEA,ATP binding|0005524||IEA,metal ion binding|0046872||IEA;go_process=tricarboxylic acid cycle|0006099||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012133271.1;locus_tag=SL1344_RS03730;product=ADP-forming succinate--CoA ligase subunit beta;protein_id=WP_001048589.1;transl_table=11	12.20445696906715	10.924832237295995	0.29498041375975304	0.0
sense	NC_016810.1	RefSeq	gene	806488	807357	.	+	.	ID=gene-SL1344_RS03735;Name=sucD;gbkey=Gene;gene=sucD;gene_biotype=protein_coding;locus_tag=SL1344_RS03735;old_locus_tag=SL1344_0721	23.037650174142208	16.608256456376644	2.3740837438457363	0.0
sense	NC_016810.1	Protein Homology	CDS	806488	807357	.	+	0	ID=cds-WP_000114631.1;Parent=gene-SL1344_RS03735;Dbxref=GenBank:WP_000114631.1;Name=WP_000114631.1;Ontology_term=GO:0003824;gbkey=CDS;gene=sucD;go_function=catalytic activity|0003824||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459724.1;locus_tag=SL1344_RS03735;product=succinate--CoA ligase subunit alpha;protein_id=WP_000114631.1;transl_table=11	23.037650174142208	16.608256456376644	2.3740837438457363	0.0
sense	NC_016810.1	RefSeq	gene	808940	810508	.	+	.	ID=gene-SL1344_RS03745;Name=cydA;gbkey=Gene;gene=cydA;gene_biotype=protein_coding;locus_tag=SL1344_RS03745;old_locus_tag=SL1344_0722	3.491347081164229	5.958872803491341	0.2925363440472758	0.27556988873468713
sense	NC_016810.1	Protein Homology	CDS	808940	810508	.	+	0	ID=cds-WP_000884369.1;Parent=gene-SL1344_RS03745;Dbxref=GenBank:WP_000884369.1;Name=WP_000884369.1;Ontology_term=GO:0019646,GO:0009055,GO:0070069;gbkey=CDS;gene=cydA;go_component=cytochrome complex|0070069||IEA;go_function=electron transfer activity|0009055||IEA;go_process=aerobic electron transport chain|0019646||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459725.1;locus_tag=SL1344_RS03745;product=cytochrome ubiquinol oxidase subunit I;protein_id=WP_000884369.1;transl_table=11	3.491347081164229	5.958872803491341	0.2925363440472758	0.27556988873468713
sense	NC_016810.1	RefSeq	gene	810524	811663	.	+	.	ID=gene-SL1344_RS03750;Name=cydB;gbkey=Gene;gene=cydB;gene_biotype=protein_coding;locus_tag=SL1344_RS03750;old_locus_tag=SL1344_0723	3.8441568914713518	1.9384868990879247	0.10065559732679293	0.3792711889690562
sense	NC_016810.1	Protein Homology	CDS	810524	811663	.	+	0	ID=cds-WP_000568258.1;Parent=gene-SL1344_RS03750;Dbxref=GenBank:WP_000568258.1;Name=WP_000568258.1;Ontology_term=GO:0016020;gbkey=CDS;gene=cydB;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000568269.1;locus_tag=SL1344_RS03750;product=cytochrome d ubiquinol oxidase subunit II;protein_id=WP_000568258.1;transl_table=11	3.8441568914713518	1.9384868990879247	0.10065559732679293	0.3792711889690562
sense	NC_016810.1	RefSeq	gene	811678	811791	.	+	.	ID=gene-SL1344_RS03755;Name=cydX;gbkey=Gene;gene=cydX;gene_biotype=protein_coding;locus_tag=SL1344_RS03755;old_locus_tag=SL1344_0724	15.828881317823212	11.929150148233383	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	811678	811791	.	+	0	ID=cds-WP_000270278.1;Parent=gene-SL1344_RS03755;Dbxref=GenBank:WP_000270278.1;Name=WP_000270278.1;Ontology_term=GO:0016682;gbkey=CDS;gene=cydX;go_function=oxidoreductase activity%2C acting on diphenols and related substances as donors%2C oxygen as acceptor|0016682||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459727.1;locus_tag=SL1344_RS03755;product=cytochrome bd-I oxidase subunit CydX;protein_id=WP_000270278.1;transl_table=11	15.828881317823212	11.929150148233383	0.0	0.0
sense	NC_016810.1	RefSeq	gene	811928	812209	.	+	.	ID=gene-SL1344_RS03765;Name=ybgE;gbkey=Gene;gene=ybgE;gene_biotype=protein_coding;locus_tag=SL1344_RS03765;old_locus_tag=SL1344_0725	5.713312025810049	0.0	0.0	2.555373259011372
sense	NC_016810.1	Protein Homology	CDS	811928	812209	.	+	0	ID=cds-WP_000875305.1;Parent=gene-SL1344_RS03765;Dbxref=GenBank:WP_000875305.1;Name=WP_000875305.1;gbkey=CDS;gene=ybgE;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459728.1;locus_tag=SL1344_RS03765;product=cyd operon protein YbgE;protein_id=WP_000875305.1;transl_table=11	5.713312025810049	0.0	0.0	2.555373259011372
sense	NC_016810.1	RefSeq	gene	812438	812842	.	+	.	ID=gene-SL1344_RS03770;Name=ybgC;gbkey=Gene;gene=ybgC;gene_biotype=protein_coding;locus_tag=SL1344_RS03770;old_locus_tag=SL1344_0726	20.527295296288187	24.34430270991331	0.2833268665494912	0.0
sense	NC_016810.1	Protein Homology	CDS	812438	812842	.	+	0	ID=cds-WP_001046240.1;Parent=gene-SL1344_RS03770;Dbxref=GenBank:WP_001046240.1;Name=WP_001046240.1;gbkey=CDS;gene=ybgC;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459729.1;locus_tag=SL1344_RS03770;product=tol-pal system-associated acyl-CoA thioesterase;protein_id=WP_001046240.1;transl_table=11	20.527295296288187	24.34430270991331	0.2833268665494912	0.0
sense	NC_016810.1	RefSeq	gene	812839	813531	.	+	.	ID=gene-SL1344_RS03775;Name=tolQ;gbkey=Gene;gene=tolQ;gene_biotype=protein_coding;locus_tag=SL1344_RS03775;old_locus_tag=SL1344_0727	8.27663522215184	13.000708007869065	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	812839	813531	.	+	0	ID=cds-WP_000131318.1;Parent=gene-SL1344_RS03775;Dbxref=GenBank:WP_000131318.1;Name=WP_000131318.1;gbkey=CDS;gene=tolQ;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459730.1;locus_tag=SL1344_RS03775;product=Tol-Pal system protein TolQ;protein_id=WP_000131318.1;transl_table=11	8.27663522215184	13.000708007869065	0.0	0.0
sense	NC_016810.1	RefSeq	gene	813535	813963	.	+	.	ID=gene-SL1344_RS03780;Name=tolR;gbkey=Gene;gene=tolR;gene_biotype=protein_coding;locus_tag=SL1344_RS03780;old_locus_tag=SL1344_0728	10.515690385966469	22.982383677190885	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	813535	813963	.	+	0	ID=cds-WP_000124676.1;Parent=gene-SL1344_RS03780;Dbxref=GenBank:WP_000124676.1;Name=WP_000124676.1;gbkey=CDS;gene=tolR;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015965300.1;locus_tag=SL1344_RS03780;product=colicin uptake protein TolR;protein_id=WP_000124676.1;transl_table=11	10.515690385966469	22.982383677190885	0.0	0.0
sense	NC_016810.1	RefSeq	gene	814028	815251	.	+	.	ID=gene-SL1344_RS03785;Name=tolA;gbkey=Gene;gene=tolA;gene_biotype=protein_coding;locus_tag=SL1344_RS03785;old_locus_tag=SL1344_0729	12.636501892379886	11.52712609299267	0.18749572051069271	0.0
sense	NC_016810.1	Protein Homology	CDS	814028	815251	.	+	0	ID=cds-WP_000030590.1;Parent=gene-SL1344_RS03785;Dbxref=GenBank:WP_000030590.1;Name=WP_000030590.1;Ontology_term=GO:0043213,GO:0019534,GO:0016020;gbkey=CDS;gene=tolA;go_component=membrane|0016020||IEA;go_function=toxin transmembrane transporter activity|0019534||IEA;go_process=bacteriocin transport|0043213||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459732.1;locus_tag=SL1344_RS03785;product=cell envelope integrity protein TolA;protein_id=WP_000030590.1;transl_table=11	12.636501892379886	11.52712609299267	0.18749572051069271	0.0
sense	NC_016810.1	RefSeq	gene	815375	816667	.	+	.	ID=gene-SL1344_RS03790;Name=tolB;gbkey=Gene;gene=tolB;gene_biotype=protein_coding;locus_tag=SL1344_RS03790;old_locus_tag=SL1344_0730	42.56536762727877	35.496833097701426	1.5086662615570352	2.2292815438243054
sense	NC_016810.1	Protein Homology	CDS	815375	816667	.	+	0	ID=cds-WP_001562341.1;Parent=gene-SL1344_RS03790;Dbxref=GenBank:WP_001562341.1;Name=WP_001562341.1;Ontology_term=GO:0017038,GO:0005215,GO:0042597;gbkey=CDS;gene=tolB;go_component=periplasmic space|0042597||IEA;go_function=transporter activity|0005215||IEA;go_process=protein import|0017038||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001646851.1;locus_tag=SL1344_RS03790;product=Tol-Pal system beta propeller repeat protein TolB;protein_id=WP_001562341.1;transl_table=11	42.56536762727877	35.496833097701426	1.5086662615570352	2.2292815438243054
sense	NC_016810.1	RefSeq	gene	816702	817226	.	+	.	ID=gene-SL1344_RS03795;Name=pal;gbkey=Gene;gene=pal;gene_biotype=protein_coding;locus_tag=SL1344_RS03795;old_locus_tag=SL1344_0731	141.16777828344397	169.34280717570724	1.0928321995480372	1.3726004934118226
sense	NC_016810.1	Protein Homology	CDS	816702	817226	.	+	0	ID=cds-WP_001176621.1;Parent=gene-SL1344_RS03795;Dbxref=GenBank:WP_001176621.1;Name=WP_001176621.1;gbkey=CDS;gene=pal;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459734.1;locus_tag=SL1344_RS03795;product=peptidoglycan-associated lipoprotein Pal;protein_id=WP_001176621.1;transl_table=11	141.16777828344397	169.34280717570724	1.0928321995480372	1.3726004934118226
sense	NC_016810.1	RefSeq	gene	817236	818024	.	+	.	ID=gene-SL1344_RS03800;Name=cpoB;gbkey=Gene;gene=cpoB;gene_biotype=protein_coding;locus_tag=SL1344_RS03800;old_locus_tag=SL1344_0732	39.288469952087496	40.504680921568124	3.1995467439239107	0.0
sense	NC_016810.1	Protein Homology	CDS	817236	818024	.	+	0	ID=cds-WP_000097552.1;Parent=gene-SL1344_RS03800;Dbxref=GenBank:WP_000097552.1;Name=WP_000097552.1;Ontology_term=GO:0051301,GO:0070206,GO:0005515;gbkey=CDS;gene=cpoB;go_function=protein binding|0005515||IEA;go_process=cell division|0051301||IEA,protein trimerization|0070206||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459735.1;locus_tag=SL1344_RS03800;product=cell division protein CpoB;protein_id=WP_000097552.1;transl_table=11	39.288469952087496	40.504680921568124	3.1995467439239107	0.0
sense	NC_016810.1	RefSeq	gene	818189	818264	.	+	.	ID=gene-SL1344_RS03805;Name=SL1344_RS03805;gbkey=Gene;gene_biotype=tRNA;locus_tag=SL1344_RS03805;old_locus_tag=SL1344_tRNA0014	442.32536878980056	260.0181946372745	826.6340930463198	14.222669586339608
sense	NC_016810.1	tRNAscan-SE	tRNA	818189	818264	.	+	.	ID=rna-SL1344_RS03805;Parent=gene-SL1344_RS03805;anticodon=(pos:818222..818224);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=SL1344_RS03805;product=tRNA-Lys	442.32536878980056	260.0181946372745	826.6340930463198	14.222669586339608
sense	NC_016810.1	tRNAscan-SE	exon	818189	818264	.	+	.	ID=exon-SL1344_RS03805-1;Parent=rna-SL1344_RS03805;anticodon=(pos:818222..818224);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=SL1344_RS03805;product=tRNA-Lys	442.32536878980056	260.0181946372745	826.6340930463198	14.222669586339608
sense	NC_016810.1	RefSeq	gene	818396	818471	.	+	.	ID=gene-SL1344_RS03810;Name=SL1344_RS03810;gbkey=Gene;gene_biotype=tRNA;locus_tag=SL1344_RS03810;old_locus_tag=SL1344_tRNA0015	870.8408462257772	219.2780166756741	1788.667938710919	11.174954674981118
sense	NC_016810.1	tRNAscan-SE	tRNA	818396	818471	.	+	.	ID=rna-SL1344_RS03810;Parent=gene-SL1344_RS03810;anticodon=(pos:818429..818431);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=SL1344_RS03810;product=tRNA-Val	870.8408462257772	219.2780166756741	1788.667938710919	11.174954674981118
sense	NC_016810.1	tRNAscan-SE	exon	818396	818471	.	+	.	ID=exon-SL1344_RS03810-1;Parent=rna-SL1344_RS03810;anticodon=(pos:818429..818431);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=SL1344_RS03810;product=tRNA-Val	870.8408462257772	219.2780166756741	1788.667938710919	11.174954674981118
sense	NC_016810.1	RefSeq	gene	818475	818550	.	+	.	ID=gene-SL1344_RS03815;Name=SL1344_RS03815;gbkey=Gene;gene_biotype=tRNA;locus_tag=SL1344_RS03815;old_locus_tag=SL1344_tRNA0016	319.4445921053584	103.04868543228389	826.1487892734941	4.063619881811315
